prime_word,target_word,TargetAccuracy,RTRecogniseTarget
GRAFT,WRITE,1,2112
GROOM,FEMALE,1,2242
GUIDE,ORDINARY,1,1837
GUY,HORMONES,1,1563
HARBOR,SAILOR,1,1417
HAT,KITTEN,1,1148
HEIGHTS,TIMID,1,1965
HER,CHASE,1,1940
HIGH,TRUCK,1,1882
HOBO,PENNY,1,1497
HOLD,DROP,1,1328
HOOK,DIAMOND,1,1680
HORROR,ARIGHT,1,2935
HUNGRY,RIBS,1,2338
INCOME,EMPLOYER,1,1266
INJECTION,ALLERGY,1,1996
INSTRUCT,BRITANNICA,1,1842
INSTRUMENT,CRUDE,1,1756
IVY,FACTS,1,1052
JOKER,COMMERCIAL,1,2234
JOURNAL,MEDIA,1,1887
JOURNEY,DISPERSE,1,2962
JOY,RODENT,1,2342
JUICE,BANANA,1,1328
LADDER,PREJUDICE,1,2282
LAUNDRY,WASH,1,1041
LESS,LOTS,1,2314
LESSON,ASSOCIATE,1,2932
LIBEL,GOVERNOR,1,1593
LUCK,CREW,1,2395
LUNCH,FRAGRANCE,1,1642
MACHINE,RELAX,1,2378
MAILBOX,BANK,1,1727
MALL,QUARTER,1,2160
MAYBE,SILVERWARE,1,1567
MEAL,CAFETERIA,1,1656
MEASURE,SINCE,1,3491
MEEK,VULNERABLE,1,1608
MILE,HALL,1,1468
MINTS,DELICIOUS,1,1852
MIX,RASPBERRY,1,1557
MORTGAGE,OWE,1,1942
MUSHROOM,PEAS,1,1931
MUSIC,KEYBOARD,1,1448
NINE,TELLER,1,1822
NOISY,DOZE,1,1788
NUT,HITCH,1,2085
CHILDREN,SHE,1,1904
OMELET,BREAD,1,1100
ONION,MASH,1,2376
OXYGEN,NITROGEN,1,1416
PAD,CANVASS,1,2309
PADDY,SLEIGH,1,2721
PAL,WOMAN,1,1377
PANCAKES,BUN,1,1986
PANE,CLINIC,0,1747
PARADE,CARNIVAL,1,1600
PARAGRAPH,NOTEBOOK,1,1446
PEBBLE,BOND,1,1938
PEPSI,PANTYHOSE,1,1451
PIGEON,BLUEJAY,1,1991
PLANT,MEADOW,1,2133
PLEDGE,CLOTHES,1,2247
POCKET,TONIC,1,2454
POLYESTER,BUREAU,1,1472
POP,DRIVER,1,1905
PORK,CLUMSY,1,1492
POT,BLOOM,1,2785
POUND,FILE,0,1883
PRESIDENT,INTEGRITY,1,1697
PRODUCE,ORCHARD,1,1758
PRODUCTION,RIDICULOUS,1,2384
PROSECUTE,LAWYER,1,1572
PROTEIN,PIECES,1,1882
PROVISION,STANDARDS,1,1588
PUFF,TIGER,1,1975
QUARREL,COPIER,1,3322
RECIPE,SAMPLE,1,3143
RECREATION,OUTDOORS,1,1576
REPRESS,AFTERNOON,1,2355
ROAD,CAB,1,1371
ROOT,SPATULA,1,1701
RYE,BUTTER,1,1587
SALES,ANTELOPE,1,2252
SCARED,DISGUST,1,1644
SCHEDULE,DIGIT,1,2838
SCRAMBLE,HORRIBLE,1,1856
SCRATCH,ARMOR,1,1711
SELLER,OWNER,1,1781
SENTRY,OVERVIEW,1,2097
SERPENT,SUEDE,1,1609
SEVERAL,THINGS,1,1306
SEX,GENDER,1,2115
SHATTER,IMPACT,1,1918
SHEEP,BUCK,1,1893
SHEETS,SACK,1,2753
SHOE,LAP,1,967
SHOOTING,TRIGGER,1,1377
SICK,STEEL,1,2784
SIDEWALK,CORK,1,1853
QUIT,BLOSSOM,1,2134
SLAY,NUCLEAR,1,1496
SLEEPY,NEW,1,2701
SNEAKER,SURF,1,1575
SOAK,BAY,1,1140
SON,KIDS,1,1466
SPIN,SNACK,1,2777
SPLINTER,BOXING,1,2177
SPONGE,FINAL,1,1581
SPREE,SWEET,1,1489
START,BEGIN,1,1471
STINGY,ARGUE,1,2075
STOCKING,HEADBAND,1,1986
STREAM,OCEAN,1,1062
SURVEY,SEA,1,1691
TERROR,HINGE,1,1557
THERAPY,TYLENOL,1,2310
THERMOMETER,WARMTH,1,2392
THINK,NEWS,1,1820
THRIFT,UNION,1,1784
TICKLE,CRY,1,1354
TIDE,STEPS,1,1041
TINY,SUPER,1,1643
TOPIC,ISSUE,1,1144
TOWER,VERDICT,1,1660
TRAGEDY,REMORSE,1,1923
TRANSPORTAT,PLANE,1,1291
TREES,HEDGE,1,1686
TRICYCLE,PASS,1,2114
TUG,CHIPMUNK,1,1836
UNICORN,ELK,1,2076
UNUSED,ELIMINATION,1,1951
UPSET,APATHETIC,1,2214
VEER,INTERSTATE,1,2413
VEST,SHIRT,1,2588
VICTIM,ALUMINUM,1,3190
VIOLENCE,MAFIA,1,2139
VIRUS,BACTERIA,1,1709
PUSH,MASK,1,1299
VOICE,MARROW,1,1811
VOLCANO,OFTEN,1,1662
VOYAGE,GRATE,0,1341
WAGE,ABDUCT,1,1811
WARDROBE,SLEEVE,1,1051
WART,CONCENTRATE,1,2106
WATERFALL,RAPID,1,1590
WEAR,BUCKLE,1,1805
WEEK,WELCOME,1,1791
EVERYDAY,CEREMONY,1,1568
WHISPER,CRACKLE,1,1831
WINGS,HAWK,1,1434
WOODS,HONEY,1,1899
WRITER,YEARLY,1,2394
OUTRAGEOUS,ABSURD,1,1403
REVIEW,ADJECTIVE,1,2270
LUST,ADORE,1,1847
ENGAGE,AGAIN,1,1449
FORESIGHT,ALGEBRA,1,1323
MAGNET,ALTER,0,1973
FUSS,AMBULANCE,1,2146
RELEASE,ANCHOR,1,1662
PRECISE,ANSWER,1,1284
MANSION,APARTMENT,1,1116
NASTY,APPEARANCE,1,1704
INSTANT,APPENDAGE,1,2618
TEAPOT,APPLIANCE,1,1643
CREATIVE,ARCHITECTURE,1,1582
COOKING,ARMY,1,1657
SMOKING,ASHTRAY,1,1778
DETERGENT,ASLEEP,1,1072
SMALL,ATTENDANCE,1,1876
PERFORMANCE,AUDIENCE,1,1257
PRESENCE,AWFUL,1,1468
TEST,FLUNK,1,979
DOCUMENT,BASSINET,1,3337
DEODORANT,BEACH,1,1178
MATTRESS,BEDROOM,1,1329
SIBLING,BELONG,1,2171
SEAFOOD,CONFERENCE,1,2609
ARENA,BOG,1,2981
SLIMY,BROOM,1,2429
CERAMICS,BULLET,1,1076
BUGGY,BUNCH,1,1282
COMPLICATED,BURDEN,1,1556
CAREER,BUTLER,0,1079
HIGHWAY,CHECKING,1,1593
RAW,CHILI,1,2825
CONE,CIRCLE,1,1676
BUILDER,TOOL,1,992
TRANQUIL,COMFORT,1,1658
BIT,COMPASS,1,1757
KID,COMPOUND,1,1425
PROFESSION,CONTENT,1,1863
SHIP,COVERED,1,2403
BETTER,CROCHET,1,1912
RECTANGLE,CUBE,1,1482
AGENT,CUSS,1,2733
FORCE,CYLINDER,1,1819
SLOW,DART,1,1400
REST,DASH,1,2489
BETRAY,DECEPTION,1,1730
DISSOLVE,DECOMPOSE,1,1816
CLOWN,DEPRESSED,1,1157
TREASON,DETECTIVE,1,1246
POPULAR,DIGESTION,1,2100
REFRAIN,DIRECTION,1,1613
LIPS,DISCUSSION,1,1878
CREATE,DISPLAY,1,1753
SNORKEL,DOWNSTREAM,1,2291
LOTTERY,DUE,1,2230
BRA,DUNK,1,1467
HUGE,DWARVES,1,1069
CELL,EARNESTNESS,1,2741
BRACELET,EARRING,1,1042
ODD,EQUAL,1,1422
SCALPEL,ERECT,1,2269
SCHEME,EXHAUSTED,1,1841
TRUTHFUL,EXPRESS,1,1590
FIGURE,FACTOR,1,1049
CHORUS,FAITH,1,1624
FRIENDLY,FANCY,1,1979
TULIP,FARMER,1,1917
HEAVY,FAT,1,1561
FELT,FAULT,1,1989
FAMINE,FEED,1,1053
ZUCCHINI,FIN,1,2379
LID,FIREMAN,1,2797
HOSTILITY,FIST,1,1849
CHAMPAGNE,FLASK,1,994
BOOKBAG,FOLD,1,534
STRIVE,FOOLISH,1,1743
MESSAGE,FORM,1,1049
FACE,FRIENDLINESS,1,2742
SPEAKER,FRIGID,0,2243
THIEF,FRISK,1,1971
SPACE,GALAXY,1,1991
LOAF,GAMBLE,1,1056
COMPASSION,GHOUL,1,1982
SHE,CHILDREN,1,545
PLAZA,GOODS,1,2264
WRITE,GRAFT,0,1454
FEMALE,GROOM,1,2411
ORDINARY,GUIDE,1,1257
HORMONES,GUY,1,1991
SAILOR,HARBOR,1,1760
KITTEN,HAT,1,1041
TIMID,HEIGHTS,1,2234
CHASE,HER,1,1557
TRUCK,HIGH,1,1371
PENNY,HOBO,1,1807
DROP,HOLD,1,1334
DIAMOND,HOOK,1,2427
ARIGHT,HORROR,1,1065
RIBS,HUNGRY,1,1311
EMPLOYER,INCOME,1,1559
ALLERGY,INJECTION,1,1742
BRITANNICA,INSTRUCT,1,2129
CRUDE,INSTRUMENT,1,1048
FACTS,IVY,1,2453
COMMERCIAL,JOKER,1,1445
MEDIA,JOURNAL,1,1487
DISPERSE,JOURNEY,1,1636
RODENT,JOY,1,1421
BANANA,JUICE,1,1682
PREJUDICE,LADDER,1,1667
WASH,LAUNDRY,1,1177
LOTS,LESS,1,1898
ASSOCIATE,LESSON,1,1819
GOVERNOR,LIBEL,0,1051
CREW,LUCK,1,1045
FRAGRANCE,LUNCH,1,1100
RELAX,MACHINE,1,1047
BANK,MAILBOX,1,1107
QUARTER,MALL,1,1571
SILVERWARE,MAYBE,1,1922
CAFETERIA,MEAL,1,1041
SINCE,MEASURE,1,1331
VULNERABLE,MEEK,0,2336
HALL,MILE,1,1739
DELICIOUS,MINTS,1,1602
RASPBERRY,MIX,1,2386
OWE,MORTGAGE,1,1399
PEAS,MUSHROOM,1,1041
KEYBOARD,MUSIC,1,538
TELLER,NINE,1,2331
DOZE,NOISY,1,1475
HITCH,NUT,1,1925
BLOSSOM,QUIT,1,2471
BREAD,OMELET,1,1749
MASH,ONION,1,1261
NITROGEN,OXYGEN,1,1269
CANVASS,PAD,1,1040
SLEIGH,PADDY,1,2934
WOMAN,PAL,1,1628
BUN,PANCAKES,1,1425
CLINIC,PANE,1,1995
CARNIVAL,PARADE,1,1042
NOTEBOOK,PARAGRAPH,1,1960
BOND,PEBBLE,1,2407
PANTYHOSE,PEPSI,0,1779
BLUEJAY,PIGEON,1,1940
MEADOW,PLANT,1,1976
CLOTHES,PLEDGE,1,526
TONIC,POCKET,1,1462
BUREAU,POLYESTER,1,2308
DRIVER,POP,1,2261
CLUMSY,PORK,1,2441
BLOOM,POT,1,1480
FILE,POUND,1,2599
INTEGRITY,PRESIDENT,1,1683
ORCHARD,PRODUCE,1,1328
RIDICULOUS,PRODUCTION,1,1191
LAWYER,PROSECUTE,1,1927
PIECES,PROTEIN,1,1654
STANDARDS,PROVISION,1,1557
TIGER,PUFF,1,1489
COPIER,QUARREL,0,1079
SAMPLE,RECIPE,1,1393
OUTDOORS,RECREATION,1,1384
AFTERNOON,REPRESS,1,1819
CAB,ROAD,1,1042
SPATULA,ROOT,0,1884
BUTTER,RYE,1,1983
ANTELOPE,SALES,1,1912
DISGUST,SCARED,1,532
DIGIT,SCHEDULE,1,1078
HORRIBLE,SCRAMBLE,1,1576
ARMOR,SCRATCH,1,1600
OWNER,SELLER,1,1299
OVERVIEW,SENTRY,1,2342
SUEDE,SERPENT,1,1906
THINGS,SEVERAL,1,1049
GENDER,SEX,1,1372
IMPACT,SHATTER,1,2084
BUCK,SHEEP,1,1125
SACK,SHEETS,1,998
LAP,SHOE,1,1622
TRIGGER,SHOOTING,1,1404
STEEL,SICK,1,2829
CORK,SIDEWALK,1,1576
MASK,PUSH,1,1190
NUCLEAR,SLAY,1,1584
NEW,SLEEPY,1,1265
SURF,SNEAKER,1,1624
BAY,SOAK,1,1367
KIDS,SON,1,1208
SNACK,SPIN,1,1059
BOXING,SPLINTER,1,1908
FINAL,SPONGE,1,2815
SWEET,SPREE,1,2366
BEGIN,START,1,1653
ARGUE,STINGY,1,2325
HEADBAND,STOCKING,1,1485
OCEAN,STREAM,1,1104
SEA,SURVEY,1,1041
HINGE,TERROR,1,1796
TYLENOL,THERAPY,1,1557
WARMTH,THERMOMETER,1,2466
NEWS,THINK,1,1479
UNION,THRIFT,1,2284
CRY,TICKLE,1,1692
STEPS,TIDE,1,1567
SUPER,TINY,1,1087
ISSUE,TOPIC,1,1040
VERDICT,TOWER,1,1880
REMORSE,TRAGEDY,1,1370
PLANE,TRANSPORTATION,1,1628
HEDGE,TREES,1,1041
PASS,TRICYCLE,0,1746
CHIPMUNK,TUG,1,1931
ELK,UNICORN,1,1243
ELIMINATION,UNUSED,0,1900
APATHETIC,UPSET,1,2101
INTERSTATE,VEER,1,1876
SHIRT,VEST,1,1057
ALUMINUM,VICTIM,1,1987
MAFIA,VIOLENCE,1,1063
BACTERIA,VIRUS,1,528
REPUBLICAN,CONVENT,1,1558
MARROW,VOICE,1,1603
OFTEN,VOLCANO,1,1367
GRATE,VOYAGE,1,1369
ABDUCT,WAGE,1,2433
SLEEVE,WARDROBE,1,1977
CONCENTRATE,WART,1,2819
RAPID,WATERFALL,0,1117
BUCKLE,WEAR,1,1388
WELCOME,WEEK,1,2329
CEREMONY,EVERYDAY,1,1154
CRACKLE,WHISPER,1,1076
HAWK,WINGS,1,1219
HONEY,WOODS,1,1454
YEARLY,WRITER,1,1984
ABSURD,OUTRAGEOUS,1,2452
ADJECTIVE,REVIEW,1,2108
ADORE,LUST,1,2103
AGAIN,ENGAGE,1,3161
ALGEBRA,FORESIGHT,1,1565
ALTER,MAGNET,1,3119
AMBULANCE,FUSS,1,1563
ANCHOR,RELEASE,1,1654
ANSWER,PRECISE,1,1332
APARTMENT,MANSION,1,1269
APPEARANCE,NASTY,1,2183
APPENDAGE,INSTANT,1,1570
APPLIANCE,TEAPOT,1,1390
ARCHITECTUR,CREATIVE,1,1710
ARMY,COOKING,1,1569
ASHTRAY,SMOKING,1,1067
ASLEEP,DETERGENT,1,3389
ATTENDANCE,SMALL,1,1332
AUDIENCE,PERFORMANCE,1,1133
AWFUL,PRESENCE,1,1877
FLUNK,TEST,1,1160
BASSINET,DOCUMENT,1,2332
BEACH,DEODORANT,1,1899
BEDROOM,MATTRESS,1,1787
BELONG,SIBLING,1,1813
CONFERENCE,SEAFOOD,1,2316
BOG,ARENA,1,1834
BROOM,SLIMY,1,1293
BULLET,CERAMICS,1,1640
BUNCH,BUGGY,1,3651
BURDEN,COMPLICATED,1,2629
BUTLER,CAREER,1,1628
CHECKING,HIGHWAY,1,2601
CHILI,RAW,1,1828
CIRCLE,CONE,1,2375
TOOL,BUILDER,1,1670
COMFORT,TRANQUIL,1,1041
COMPASS,BIT,0,1830
COMPOUND,KID,1,1906
CONTENT,PROFESSION,1,2374
COVERED,SHIP,1,2083
CROCHET,BETTER,1,1651
CUBE,RECTANGLE,1,1468
CUSS,AGENT,1,1579
CYLINDER,FORCE,1,1434
DART,SLOW,1,2117
DASH,REST,1,1784
DECEPTION,BETRAY,1,1763
DECOMPOSE,DISSOLVE,1,1730
DEPRESSED,CLOWN,1,1805
DETECTIVE,TREASON,1,1048
DIGESTION,POPULAR,1,1492
DIRECTION,REFRAIN,1,1887
DISCUSSION,LIPS,1,1945
DISPLAY,CREATE,1,1209
DOWNSTREAM,SNORKEL,1,1608
DUE,LOTTERY,1,1337
DUNK,BRA,1,1307
DWARVES,HUGE,0,1371
EARNESTNESS,CELL,1,2179
EARRING,BRACELET,1,1146
EQUAL,ODD,1,2277
ERECT,SCALPEL,1,4264
EXHAUSTED,SCHEME,1,1997
EXPRESS,TRUTHFUL,1,1585
FACTOR,FIGURE,1,2073
FAITH,CHORUS,1,1631
FANCY,FRIENDLY,1,1446
FARMER,TULIP,1,1683
FAT,HEAVY,1,1068
FAULT,FELT,1,2295
FEED,FAMINE,1,1666
FIN,ZUCCHINI,1,1599
FIREMAN,LID,0,1731
FIST,HOSTILITY,1,3623
FLASK,CHAMPAGNE,1,1280
FOLD,BOOKBAG,1,1903
FOOLISH,STRIVE,1,3976
FORM,MESSAGE,1,1219
FRIENDLINES,FACE,1,1628
FRIGID,SPEAKER,1,1901
FRISK,THIEF,1,1946
GALAXY,SPACE,1,922
GAMBLE,LOAF,1,2198
GHOUL,COMPASSION,1,1814
CONVENT,REPUBLICAN,1,1609
GOODS,PLAZA,1,1638
GRAFT,WRITE,1,2874
GROOM,FEMALE,1,1689
GUIDE,ORDINARY,1,1780
GUY,HORMONES,1,2288
HARBOR,SAILOR,1,1557
HAT,KITTEN,0,1225
HEIGHTS,TIMID,1,1609
HER,CHASE,1,2593
HIGH,TRUCK,1,2220
HOBO,PENNY,1,1416
HOLD,DROP,1,1843
HOOK,DIAMOND,1,2207
HORROR,ARIGHT,1,2791
HUNGRY,RIBS,1,1602
INCOME,EMPLOYER,1,1365
INJECTION,ALLERGY,1,1337
INSTRUCT,BRITANNICA,1,2109
INSTRUMENT,CRUDE,1,2091
IVY,FACTS,1,2744
JOKER,COMMERCIAL,1,1634
JOURNAL,MEDIA,1,1433
JOURNEY,DISPERSE,1,3137
JOY,RODENT,1,1383
JUICE,BANANA,1,1669
LADDER,PREJUDICE,1,2709
LAUNDRY,WASH,1,1614
LESS,LOTS,1,1185
LESSON,ASSOCIATE,1,2073
LIBEL,GOVERNOR,1,1392
LUCK,CREW,1,1390
LUNCH,FRAGRANCE,1,1260
MACHINE,RELAX,1,1747
MAILBOX,BANK,1,1371
MALL,QUARTER,1,1364
MAYBE,SILVERWARE,1,2593
MEAL,CAFETERIA,1,1590
MEASURE,SINCE,1,3641
MEEK,VULNERABLE,1,1727
MILE,HALL,1,1597
MINTS,DELICIOUS,1,1831
MIX,RASPBERRY,1,1386
MORTGAGE,OWE,1,1650
MUSHROOM,PEAS,1,1102
MUSIC,KEYBOARD,1,1379
NINE,TELLER,1,1685
NOISY,DOZE,0,1168
NUT,HITCH,1,1607
CHILDREN,SHE,1,2123
OMELET,BREAD,1,1446
ONION,MASH,1,1195
OXYGEN,NITROGEN,1,1224
PAD,CANVASS,1,1329
PADDY,SLEIGH,1,1976
PAL,WOMAN,1,2073
PANCAKES,BUN,1,2471
PANE,CLINIC,1,1887
PARADE,CARNIVAL,1,1968
PARAGRAPH,NOTEBOOK,1,1258
PEBBLE,BOND,0,1704
PEPSI,PANTYHOSE,1,1584
PIGEON,BLUEJAY,1,2163
PLANT,MEADOW,1,1333
PLEDGE,CLOTHES,1,1621
POCKET,TONIC,1,1561
POLYESTER,BUREAU,1,1427
POP,DRIVER,1,1478
PORK,CLUMSY,1,1372
POT,BLOOM,1,1585
POUND,FILE,1,1901
PRESIDENT,INTEGRITY,1,2356
PRODUCE,ORCHARD,1,1751
PRODUCTION,RIDICULOUS,1,2450
PROSECUTE,LAWYER,1,1064
PROTEIN,PIECES,1,1634
PROVISION,STANDARDS,1,2130
PUFF,TIGER,1,1948
QUARREL,COPIER,1,1668
RECIPE,SAMPLE,1,1617
RECREATION,OUTDOORS,1,1663
REPRESS,AFTERNOON,1,1807
ROAD,CAB,1,1193
ROOT,SPATULA,1,1790
RYE,BUTTER,0,1217
SALES,ANTELOPE,1,1957
SCARED,DISGUST,1,1628
SCHEDULE,DIGIT,1,3173
SCRAMBLE,HORRIBLE,1,1605
SCRATCH,ARMOR,1,1841
SELLER,OWNER,1,1935
SENTRY,OVERVIEW,1,2129
SERPENT,SUEDE,1,1348
SEVERAL,THINGS,1,2707
SEX,GENDER,1,1611
SHATTER,IMPACT,1,1591
SHEEP,BUCK,1,1246
SHEETS,SACK,0,2869
SHOE,LAP,1,1592
SHOOTING,TRIGGER,1,1890
SICK,STEEL,1,1885
SIDEWALK,CORK,1,1609
QUIT,BLOSSOM,1,1434
SLAY,NUCLEAR,1,1357
SLEEPY,NEW,1,1599
SNEAKER,SURF,1,1061
SOAK,BAY,0,2270
SON,KIDS,1,1451
SPIN,SNACK,1,1405
SPLINTER,BOXING,1,2073
SPONGE,FINAL,1,2140
SPREE,SWEET,1,1493
START,BEGIN,1,1143
STINGY,ARGUE,1,1435
STOCKING,HEADBAND,1,1807
STREAM,OCEAN,1,1079
SURVEY,SEA,1,1678
TERROR,HINGE,1,2814
THERAPY,TYLENOL,1,3270
THERMOMETER,WARMTH,1,1577
THINK,NEWS,1,1607
THRIFT,UNION,1,2073
TICKLE,CRY,1,1613
TIDE,STEPS,1,2633
TINY,SUPER,1,1346
TOPIC,ISSUE,1,1689
TOWER,VERDICT,1,2441
TRAGEDY,REMORSE,1,1393
TRANSPORTAT,PLANE,1,2073
TREES,HEDGE,1,974
TRICYCLE,PASS,1,1624
TUG,CHIPMUNK,1,1488
UNICORN,ELK,1,1167
UNUSED,ELIMINATION,1,3981
UPSET,APATHETIC,0,1626
VEER,INTERSTATE,1,2982
VEST,SHIRT,0,2101
VICTIM,ALUMINUM,1,1201
VIOLENCE,MAFIA,1,1989
VIRUS,BACTERIA,1,1067
PUSH,MASK,1,1150
VOICE,MARROW,0,1415
VOLCANO,OFTEN,1,2219
VOYAGE,GRATE,1,2356
WAGE,ABDUCT,1,2470
WARDROBE,SLEEVE,1,2143
WART,CONCENTRATE,1,1933
WATERFALL,RAPID,1,2812
WEAR,BUCKLE,1,1745
WEEK,WELCOME,1,1573
EVERYDAY,CEREMONY,1,1857
WHISPER,CRACKLE,1,1965
WINGS,HAWK,1,944
WOODS,HONEY,1,1608
WRITER,YEARLY,1,2661
OUTRAGEOUS,ABSURD,1,3135
REVIEW,ADJECTIVE,1,4824
LUST,ADORE,1,1743
ENGAGE,AGAIN,1,2134
FORESIGHT,ALGEBRA,1,3111
MAGNET,ALTER,1,2210
FUSS,AMBULANCE,1,3350
RELEASE,ANCHOR,1,2689
PRECISE,ANSWER,1,1781
MANSION,APARTMENT,1,2435
NASTY,APPEARANCE,1,3689
INSTANT,APPENDAGE,1,4214
TEAPOT,APPLIANCE,1,3977
CREATIVE,ARCHITECTURE,1,5328
COOKING,ARMY,1,2267
SMOKING,ASHTRAY,1,2119
DETERGENT,ASLEEP,1,2688
SMALL,ATTENDANCE,1,2667
PERFORMANCE,AUDIENCE,0,2591
PRESENCE,AWFUL,1,1806
TEST,FLUNK,1,2264
DOCUMENT,BASSINET,1,4772
DEODORANT,BEACH,1,2624
MATTRESS,BEDROOM,1,2169
SIBLING,BELONG,1,3365
SEAFOOD,CONFERENCE,1,4211
ARENA,BOG,1,2703
SLIMY,BROOM,1,2232
CERAMICS,BULLET,1,3212
BUGGY,BUNCH,1,2416
COMPLICATED,BURDEN,1,2637
CAREER,BUTLER,1,2776
HIGHWAY,CHECKING,1,3336
RAW,CHILI,0,2337
CONE,CIRCLE,1,2167
BUILDER,TOOL,1,2383
TRANQUIL,COMFORT,1,3134
BIT,COMPASS,1,2755
KID,COMPOUND,1,2315
PROFESSION,CONTENT,1,2621
SHIP,COVERED,1,2852
BETTER,CROCHET,1,4230
RECTANGLE,CUBE,1,1867
AGENT,CUSS,1,2643
FORCE,CYLINDER,1,3660
SLOW,DART,1,1126
REST,DASH,1,1816
BETRAY,DECEPTION,1,3285
DISSOLVE,DECOMPOSE,1,3832
CLOWN,DEPRESSED,1,3625
TREASON,DETECTIVE,1,4166
POPULAR,DIGESTION,1,3465
REFRAIN,DIRECTION,1,3637
LIPS,DISCUSSION,1,3205
CREATE,DISPLAY,1,2199
SNORKEL,DOWNSTREAM,1,3688
LOTTERY,DUE,1,1906
BRA,DUNK,1,3117
HUGE,DWARVES,1,2660
CELL,EARNESTNESS,1,5270
BRACELET,EARRING,1,3105
ODD,EQUAL,0,1983
SCALPEL,ERECT,1,3319
SCHEME,EXHAUSTED,1,3804
TRUTHFUL,EXPRESS,1,2894
FIGURE,FACTOR,1,2791
CHORUS,FAITH,1,1571
FRIENDLY,FANCY,1,2355
TULIP,FARMER,1,3621
HEAVY,FAT,1,1863
FELT,FAULT,1,1605
FAMINE,FEED,1,2132
ZUCCHINI,FIN,1,3301
LID,FIREMAN,1,4204
HOSTILITY,FIST,1,2325
CHAMPAGNE,FLASK,1,1726
BOOKBAG,FOLD,1,1703
STRIVE,FOOLISH,1,2267
MESSAGE,FORM,1,2104
FACE,FRIENDLINESS,1,5285
SPEAKER,FRIGID,1,2316
THIEF,FRISK,1,2945
SPACE,GALAXY,1,1937
LOAF,GAMBLE,1,2275
COMPASSION,GHOUL,1,2622
SHE,CHILDREN,1,3712
PLAZA,GOODS,1,2086
WRITE,GRAFT,1,2849
FEMALE,GROOM,1,2258
ORDINARY,GUIDE,1,2316
HORMONES,GUY,1,1676
SAILOR,HARBOR,1,3316
KITTEN,HAT,1,3237
TIMID,HEIGHTS,1,3278
CHASE,HER,1,2593
TRUCK,HIGH,1,1976
PENNY,HOBO,1,1968
DROP,HOLD,1,2173
DIAMOND,HOOK,1,1845
ARIGHT,HORROR,1,1844
RIBS,HUNGRY,1,2726
EMPLOYER,INCOME,1,2718
ALLERGY,INJECTION,1,3718
BRITANNICA,INSTRUCT,1,2890
CRUDE,INSTRUMENT,1,2848
FACTS,IVY,1,2141
COMMERCIAL,JOKER,1,2096
MEDIA,JOURNAL,1,2690
DISPERSE,JOURNEY,1,3208
RODENT,JOY,1,2202
BANANA,JUICE,1,1916
PREJUDICE,LADDER,1,1885
WASH,LAUNDRY,1,1697
LOTS,LESS,1,1867
ASSOCIATE,LESSON,1,3148
GOVERNOR,LIBEL,1,3156
CREW,LUCK,1,2676
FRAGRANCE,LUNCH,1,1951
RELAX,MACHINE,1,4766
BANK,MAILBOX,1,2080
QUARTER,MALL,1,2275
SILVERWARE,MAYBE,1,2207
CAFETERIA,MEAL,1,1784
SINCE,MEASURE,1,3337
VULNERABLE,MEEK,1,1915
HALL,MILE,1,2730
DELICIOUS,MINTS,1,2396
RASPBERRY,MIX,1,2394
OWE,MORTGAGE,1,2648
PEAS,MUSHROOM,1,1893
KEYBOARD,MUSIC,1,1891
TELLER,NINE,1,2397
DOZE,NOISY,1,2981
HITCH,NUT,0,2120
BLOSSOM,QUIT,1,2809
BREAD,OMELET,1,3950
MASH,ONION,1,2124
NITROGEN,OXYGEN,1,2293
CANVASS,PAD,1,2276
SLEIGH,PADDY,1,3375
WOMAN,PAL,1,1827
BUN,PANCAKES,1,3268
CLINIC,PANE,1,2658
CARNIVAL,PARADE,1,1671
NOTEBOOK,PARAGRAPH,1,2653
BOND,PEBBLE,1,3709
PANTYHOSE,PEPSI,1,2162
BLUEJAY,PIGEON,1,2820
MEADOW,PLANT,1,1969
CLOTHES,PLEDGE,1,2592
TONIC,POCKET,1,1803
BUREAU,POLYESTER,1,3180
DRIVER,POP,1,2299
CLUMSY,PORK,1,1807
BLOOM,POT,1,2109
FILE,POUND,1,1886
INTEGRITY,PRESIDENT,1,4425
ORCHARD,PRODUCE,1,2612
RIDICULOUS,PRODUCTION,1,3181
LAWYER,PROSECUTE,1,2611
PIECES,PROTEIN,1,3266
STANDARDS,PROVISION,1,3807
TIGER,PUFF,1,2663
COPIER,QUARREL,1,4214
SAMPLE,RECIPE,1,3690
OUTDOORS,RECREATION,1,4191
AFTERNOON,REPRESS,1,3194
CAB,ROAD,1,1767
SPATULA,ROOT,1,2697
BUTTER,RYE,1,2147
ANTELOPE,SALES,1,2245
DISGUST,SCARED,1,2410
DIGIT,SCHEDULE,1,2405
HORRIBLE,SCRAMBLE,1,3165
ARMOR,SCRATCH,1,3196
OWNER,SELLER,1,2646
OVERVIEW,SENTRY,1,3646
SUEDE,SERPENT,1,4216
THINGS,SEVERAL,1,2826
GENDER,SEX,1,1841
IMPACT,SHATTER,1,2361
BUCK,SHEEP,1,2926
SACK,SHEETS,1,1910
LAP,SHOE,1,2780
TRIGGER,SHOOTING,1,2181
STEEL,SICK,1,2945
CORK,SIDEWALK,1,2351
MASK,PUSH,1,1758
NUCLEAR,SLAY,1,2640
NEW,SLEEPY,1,2734
SURF,SNEAKER,1,3397
BAY,SOAK,1,2597
KIDS,SON,0,604
SNACK,SPIN,1,1739
